id,status,featured,sort_order,title,subtitle,author,publisher,release_date,description,amazon_url,cover_image_url,stack_image_url,created_at,updated_at
book-unapologetic,Published,TRUE,1,Unapologetic,Boldly Lead the Life and Career You Deserve,Nicole Stephenson,Tender Fire Books,2026-03-01,A practical affirming roadmap for building a career and life that feel aligned intentional and sustainable.,https://www.amazon.com/UNAPOLOGETIC-Boldly-Lead-Career-Deserve/dp/B0GP3RZ4SR,/book/unapologetic-front-cover.jpg,/book/unapologetic-book-stack.jpg,2026-01-01,2026-05-16
